ssGSEA score
ANKRD19P 0.889463191336072
ANKRD20A11P 0.36733871045551
ANKRD20A5P 0.594095878687139
ANKRD20A9P 0.403297535540672
ANKRD22 0.506734763039099
ANKRD23 0.189906525296082
ANKRD26 0.529314277749405
ANKRD27 0.146333249145975
ANKRD28 0.795071383819891
ANKRD29 0.766984330350411
ANKRD30BL 0.906896966210955
ANKRD31 0.935276781806015
ANKRD32 0.4887143706683
ANKRD33B 0.0302119791471872
ANKRD34A 0.99248040582099
ANKRD35 0.270048073248754
ANKRD36 0.764091216188384
ANKRD36B 0.88646201643836
ANKRD36BP1 0.00162573991459636
ANKRD36BP2 0.543748082386879
ANKRD37 0.0387153040902359
ANKRD39 0.0119844248556732
ANKRD40 0.0250624385975162
ANKRD42 0.428748061260365
ANKRD44 0.147214931069094
ANKRD45 0.566293240908326
ANKRD46 0.253941873972844
ANKRD49 0.00461889561163656
ANKRD52 0.936359916476726
ANKRD54 0.82517063357402
ANKRD55 0.159798192587982
ANKRD6 0.770647303855552
ANKRD65 0.975950020910239
ANKRD9 0.000978863576351557
ANKS1A 0.681327515878309
ANKS1B 0.208309607126198
ANKS3 0.834503833057125
ANKS4B 0.93710059694448
ANKS6 0.496041643118231
ANKZF1 0.868532603306411
ANLN 0.386824415710336
ANO10 0.13715591808378
ANO6 0.929896929608616
ANO8 0.998505453595478
ANO9 0.0341377272884692
ANP32A 0.00050761178983413
ANP32B 0.75751041942193
ANP32E 0.88464864901846
ANPEP 0.114475321498495
ANTXR2 0.769205460420248
ANTXRL 0.296779744083581
ANXA1 0.143262735747821
ANXA11 0.00435819136934786
ANXA2 0.000130981434488809
ANXA2P2 0.0689425378248938
ANXA4 0.0669334068810939
ANXA5 0.00135420800059265
ANXA6 0.00307958849200682
ANXA7 0.611024419513229
ANXA9 0.430801829658738
AOAH 0.952626672445032
AOC2 0.63145706023262
AP1AR 0.473225821770054
AP1B1 0.0670901996907445
AP1G1 0.133930800023231
AP1G2 0.0486396412323859
AP1M1 0.00335809816262122
AP1S1 0.000301008928789507
AP1S2 0.592608880957915
AP1S3 0.776406984617265
AP2A1 0.0111771992844266
AP2A2 0.0187827188048737
AP2B1 0.250874005642606
AP2M1 0.00118763968342458
AP2S1 0.0197621381488244
AP3B1 0.528886559036354
AP3B2 0.0945856462883494
AP3D1 3.30813638143097e-06
AP3M1 0.34340404888693
AP3M2 0.912587946895861
AP3S1 0.0600762104236397
AP3S2 0.946498460317261
AP4B1 0.916478629091727
AP4E1 0.0712974845182638
AP4M1 0.000527433539680293
AP4S1 0.237201116452177
AP5B1 0.138008253737946
APAF1 0.660019855835954
APBA1 0.35354952529036
APBA2 0.136397652362935
APBA3 0.0305765118599506
APBB1 0.432729541607111
APBB1IP 0.0425747254318659
APBB2 0.723549181512912
APBB3 0.0996428771184692
APC 0.337438207168691
APC2 0.231141209791412
APCDD1L 0.0439470709778362
APEH 0.0130320699058198
APEX1 0.1560483445385
APEX2 0.228560920220942
APH1A 0.0810399576473259
APH1B 0.142617337253368
API5 0.0128128266006826
APIP 0.196895871422646
APITD1 0.111906660015405
APLF 0.802676738610931
APLP2 0.224770774017847
APOA1 0.725139627652717
APOA1BP 0.00150395539820815
APOBEC2 0.0242398941874636
APOBEC3A 0.27311470857277
APOBEC3B 0.316981763644158
APOBEC3C 0.0194430175618868
APOBEC3D 0.32982808833736
APOBEC3F 0.344176091893766
APOBEC3G 0.127767990754474
APOBEC3H 0.543508747628233
APOBR 0.670065190394347
APOF 0.454688834486792
APOL1 0.520184389083732
APOL2 0.0505138697034563
APOL3 0.586087795396026
APOL4 0.867104834254966
APOL6 0.0214341312794579
APOLD1 0.244822140238848
APOM 0.194469347087414
APOO 0.16765320166946
APOOL 0.951363221066502
APOPT1 0.0327403523133212
APP 0.171133152871416
APPBP2 0.816007625040742
APPL1 0.331885629768996
APPL2 0.904395614413264
APRT 0.00841459038824441
APTX 0.970046965708703
AQP11 0.00163694217756927
AQP3 8.19676906671051e-06
AQP6 0.958241857384321
AQP8 0.0201246536320215
AQR 0.0518008943250288
ARAF 0.318228293261348
ARAP1 7.34179352660926e-05
ARAP2 0.524324891037598
ARAP3 0.148042435382243
ARCN1 0.020734235915589
AREG 0.364230958466607
ARF1 0.769865212324268
ARF3 0.00261700815313841
ARF4 0.162438405110675
ARF5 0.00474209760488613
ARF6 0.0446500459186167
ARFGAP1 0.0328558109441241
ARFGAP2 0.0768792273197171
ARFGAP3 0.127695886966926
ARFGEF1 0.350859644519508
ARFGEF2 0.892124799265053
ARFIP1 0.190448530876253
ARFIP2 0.663869153911328
ARFRP1 0.00393394354260286
ARG1 0.00967014167856552
ARG2 0.852287617778478
ARGFX 0.387401118203767
ARGFXP2 0.120034973822413
ARGLU1 0.0243707704740985
ARHGAP1 9.11427291318571e-06
ARHGAP10 0.125680983713928
ARHGAP11A 0.556626649343591
ARHGAP11B 0.794329182669638
ARHGAP12 0.974697094323913
ARHGAP15 0.893287404969987
ARHGAP17 0.110581688846785
ARHGAP18 0.401112748628696
ARHGAP19 0.57648102364753
ARHGAP21 0.839027421047476
ARHGAP25 0.0124277234523168
ARHGAP26 0.133837807861054
ARHGAP27 0.115327727963643
ARHGAP30 0.00388132005853113
ARHGAP31 0.919402209148559
ARHGAP32 0.080279067361607
ARHGAP33 0.955408619307006
ARHGAP35 0.000367397678228566
ARHGAP4 0.0184166420208746
ARHGAP44 0.707422904200396
ARHGAP5 0.115623799741215
ARHGAP5-AS1 0.679296881649475
ARHGAP9 0.0484669486573482
ARHGDIA 0.0449721529018467
ARHGDIB 0.000124301217909602
ARHGEF1 0.0822747421559686
ARHGEF10 0.518168938454096
ARHGEF11 0.61310373013289
ARHGEF12 0.138387013213808
ARHGEF18 0.0054402253201284
ARHGEF19 0.00505470523451981
ARHGEF2 0.376250645522435
ARHGEF26 0.692906376456902
ARHGEF26-AS1 0.86025923958079
ARHGEF3 0.144494317513414
ARHGEF35 0.526461629783336
ARHGEF4 0.856693511566043
ARHGEF40 0.779300630954829
ARHGEF5 0.275866769071224
ARHGEF6 0.217729979615327
ARHGEF7 0.984856890348099
ARHGEF9 0.882981741198318
ARID1A 0.347073445310183
ARID1B 0.614138676883178
ARID2 0.0367990874731703
ARID3A 0.0704336159572541
ARID3B 0.0597003824886192
ARID4A 0.00744641960398468
ARID4B 0.00771147721652081
ARID5A 0.167860101178582
ARID5B 0.835196313159371
ARIH1 0.108047811859453
ARIH2 0.414638337128406
ARL1 0.839935918336327
ARL10 0.75908202849335
ARL11 0.716588392039518
ARL13A 0.560858859862869
ARL13B 0.776493444192736
ARL15 0.129471766433
ARL16 0.0848988233632754
ARL17A 0.0341172725931349
ARL2 0.0470513081359072
ARL2BP 0.405037299507124
ARL3 0.209328028064921
ARL4A 0.178750216644484
ARL4C 0.00227681515120439
ARL4D 0.841368464279696
ARL5A 0.166520924432288
ARL5B 0.461789188379732
ARL6 0.820503244600638
ARL6IP1 0.0119112564939866
ARL6IP4 0.0723638685647651
ARL6IP5 0.909676164085569
ARL6IP6 0.88157850114136
ARL8A 0.654169142636706
ARL8B 0.245015486662479
ARMC1 0.190910581274157
ARMC10 0.463377808203687
ARMC12 0.100770557980479
ARMC2 0.959223436232136
ARMC5 0.00911653886767921
ARMC6 0.00410150816717747
ARMC7 0.117763410396293
ARMC8 0.0395609555476083
ARMCX1 0.854256025940149
ARMCX2 0.977036434444143
ARMCX3 0.16150776558289
ARMCX4 0.101608417464201
ARMCX5 0.446569974565137
ARMCX6 0.453128040988079
ARNT 0.191914856273945
ARNTL 0.45639862895983
ARNTL2 0.130647039787993
ARPC1A 0.374786962830609
ARPC1B 0.000411716302031099
ARPC2 0.00431600352807607
ARPC3 0.0947338726907205
ARPC4 0.000546765254093382
ARPC5 0.02155892795479
ARPC5L 0.366866329903445
ARPP19 0.174193390475145
ARR3 0.121569030965378
ARRB1 0.207944955660184
ARRB2 0.0015443654914091
ARRDC1 0.0379893429937285
ARRDC2 0.000311910450520311
ARRDC3 0.728539486754697
ARRDC4 0.461925624163354
ARRDC5 0.155650757670894
ARSA 0.326749144649853
ARSB 0.0634670850027527
ARSD 0.236059084065371
ARSG 0.0995971194965841
ARSK 0.650614189434153
ART3 0.0641404681324061
ARV1 0.420617811178837
ARVCF 0.178171405061375
ASAH1 0.338978812610327
ASAP1 0.253641190722051
ASAP3 0.622447751937402
ASB1 0.0126249206832365
ASB11 0.402387872172761
ASB12 0.832865888698382
ASB13 0.0144024271026087
ASB14 0.204923830650238
ASB15 0.0567793751450306
ASB16 0.545953161609561
ASB2 0.0141607734473302
ASB4 0.238391231906809
ASB6 0.420190516050769
ASB7 0.129726225336894
ASB8 0.756080201926999
ASB9 0.433382281051734
ASCC1 0.710857444866269
ASCC2 0.604207997865285
ASCC3 0.700173007110198
ASCL2 0.214402900763138
ASF1A 0.65157141818648
ASF1B 0.0446987621792771
ASH1L 0.854074003454172
ASH2L 0.23105995540509
ASL 0.00616370372220473
ASNA1 3.28938620599976e-05
ASNS 0.395894060990217
ASNSD1 0.0322186890849897
ASPH 0.0405484438926051
ASPHD2 0.739388677625482
ASPM 0.630862333467536
ASPN 0.538249723447196
ASPRV1 0.672623061215098
ASPSCR1 0.0122430505451468
ASRGL1 0.229289160743546
ASS1 0.975483637759021
ASTE1 0.410438536179744
ASTL 0.110494178870637
ASTN2 0.368682267864639
ASUN 0.114607555380885
ASXL1 0.531531621905983
ASXL2 0.184559804553596
ATAD1 0.156130615272741
ATAD2 0.036767767016849
ATAD2B 0.0849603747614771
ATAD3A 0.0591379286626136
ATAD3B 0.260875581614244
ATAD3C 0.0677922926918958
ATAD5 0.0037855059585412
ATAT1 0.299093879108518
ATCAY 0.873475124499892
ATE1 0.140544997171718
ATF1 0.0961323488823393
ATF2 0.00585282305163322
ATF3 0.638559017167646
ATF4 0.349843755593149
ATF5 0.106551062300543
ATF6 0.377618875341271
ATF6B 0.129626109636634
ATF7 0.347844776744929
ATF7IP 0.860774530722161
ATF7IP2 0.936431726159227
ATG10 0.565615373601471
ATG12 0.283333574767022
ATG13 0.551988438517372
ATG14 0.055458546726548
ATG16L1 0.527839652371419
ATG16L2 0.0561214408840328
ATG2A 0.591673806261533
ATG2B 0.758321390573342
ATG3 0.489258089557715
ATG4A 0.644345289499678
ATG4B 0.145260922007838
ATG4C 0.581338304891693
ATG4D 0.00811386264753535
ATG5 0.021810543010705
ATG7 0.519710653998052
ATG9A 0.246223957185163
ATG9B 0.115233292508816
ATHL1 0.897499715308045
ATIC 0.00213911425526906
ATL1 0.191564808462036
ATL2 0.0123446668059478
ATL3 0.641734175781984
ATM 0.417978500697057
ATMIN 0.0229050331935195
ATN1 0.610999227525981
ATOX1 0.0764720770115891
ATP10A 0.263120865095892
ATP10D 0.266802954416274
ATP11A 0.437306623089786
ATP11B 0.572877830592008
ATP11C 0.330136013264114
ATP13A1 0.0468057756782953
ATP13A2 0.0018558530762565
ATP13A3 0.617508972062866
ATP13A4 0.238224983073585
ATP1A1 0.0599299374400601
ATP1A2 0.403672049564069
ATP1A3 0.0219934160635823
ATP1B1 0.225802987484722
ATP1B2 0.0674190027402201
ATP1B3 0.933768701684197
ATP1B4 0.731639331050161
ATP2A2 0.76047321866617
ATP2A3 0.000427481440956984
ATP2B1 0.861215030743065
ATP2B4 0.0778605715316945
ATP2C1 0.159656311974321
ATP2C2 0.363792751339311
ATP5A1 0.271543264800509
ATP5B 0.370441991533662
ATP5C1 0.133707706034948
ATP5D 0.0502434136163833
ATP5E 0.00041956666979439
ATP5EP2 0.13433559140829
ATP5F1 0.432620201901952
ATP5G1 0.000456648029428906
ATP5G2 0.0823157360087187
ATP5G3 0.228025413756453
ATP5H 0.00984066704640452
ATP5I 0.0427163000594153
ATP5J 0.26750754756894
ATP5J2 0.000270320719755299
ATP5L 0.406378260203945
ATP5L2 0.807453839918428
ATP5O 0.131610879084546
ATP5S 0.144068828189795
ATP5SL 0.268426686838359
ATP6AP1 0.0200296660936277
ATP6AP1L 0.599241856487735
ATP6AP2 0.0297737179812109
ATP6V0A1 0.118526352418133
ATP6V0A2 0.118040565406283
ATP6V0B 0.72331255385652
ATP6V0C 0.109429307530809
ATP6V0D1 0.00325740494999578
ATP6V0E1 0.0367696843719769
ATP6V0E2 0.465309153836558
ATP6V1A 0.778699023682101
ATP6V1B1 0.211547578979318
ATP6V1B2 0.668697027242458
ATP6V1C1 0.0291201403241565
ATP6V1C2 0.795835873984869
ATP6V1D 0.356413094765248
ATP6V1E1 0.408075531803842
ATP6V1E2 0.317339814583849
ATP6V1F 0.181037898794013
ATP6V1G1 0.457209785846872
ATP6V1G2 0.0202170422741893
ATP6V1H 0.455270722254752
ATP7A 0.740154929183799
ATP7B 0.546441707798086
ATP8A1 0.619565403184261
ATP8A2 0.644322198450796
ATP8B1 0.421322877962853
ATP8B2 0.915027270870574
ATP8B3 0.225629800542081
ATP9A 0.14263223642915
ATP9B 0.445462516884299
ATPAF1 0.000256651809592604
ATPAF2 0.106789337488404
ATPIF1 0.0109189693821409
ATR 0.0849868174091881
ATRIP 0.031130510566682
ATRN 0.00474675303247656
ATRX 0.705107450228757
ATXN1 0.40880908272938
ATXN10 0.375896378664684
ATXN1L 0.582263525612707
ATXN2 0.866909826614483
ATXN2L 0.0366831331763496
ATXN3 0.142761104193894
ATXN7 0.64912105793759
ATXN7L1 0.130093152897525
ATXN7L2 0.120591115555981
ATXN7L3 0.357443400397369
ATXN7L3B 0.198499550448083
AUH 0.2835688472866
AUP1 0.872305441602341
AURKA 0.0878749044869707
AURKAIP1 0.000698668603688434
AURKAPS1 0.930248739930282
AURKB 0.037783053882351
AURKC 0.453852176325351
AUTS2 0.0773633034842851
AVEN 0.0359594332421578
AVIL 0.950642303830374
AVL9 0.00430168984142428
AVPI1 0.000487640022118183
AVPR2 0.934491148053503
AXDND1 0.54244400263762
AXIN1 0.0146870097070228
AXIN2 0.018906248618904
AXL 0.550641822982589
AZI2 0.0389227311294138
